energy,energy_mean,energy_var,order,order_mean,order_var
-1.0548,-1.04819,1.34706e-05,0.0074,0.00760505,6.03415e-07
-1.0548,-1.04821,1.36651e-05,0.0076,0.00760504,6.01511e-07
-1.055,-1.04823,1.36438e-05,0.0078,0.00760565,5.99731e-07
-1.055,-1.04825,1.38365e-05,0.0076,0.00760563,5.97848e-07
-1.055,-1.04827,1.40287e-05,0.0074,0.00760499,5.96107e-07
-1.0548,-1.04829,1.38565e-05,0.0076,0.00760498,5.94244e-07
-1.0548,-1.04831,1.3946e-05,0.0078,0.00760558,5.92515e-07
-1.055,-1.04833,1.4001e-05,0.008,0.0076068,5.91159e-07
-1.055,-1.04835,1.40203e-05,0.008,0.00760801,5.89825e-07
-1.0552,-1.04837,1.41228e-05,0.0082,0.00760982,5.89089e-07
-1.0552,-1.04839,1.40023e-05,0.0082,0.00761163,5.88347e-07
-1.0552,-1.04841,1.41075e-05,0.0082,0.00761342,5.87604e-07
-1.0552,-1.04844,1.42237e-05,0.0082,0.0076152,5.86865e-07
-1.055,-1.04845,1.4054e-05,0.0084,0.00761758,5.86954e-07
-1.055,-1.04847,1.40645e-05,0.0084,0.00761995,5.87023e-07
-1.055,-1.04849,1.43807e-05,0.0082,0.00762169,5.86266e-07
-1.0552,-1.04851,1.43392e-05,0.0084,0.00762403,5.86319e-07
-1.0556,-1.04854,1.45142e-05,0.0086,0.00762695,5.87404e-07
-1.0556,-1.04856,1.45285e-05,0.0088,0.00763045,5.89748e-07
-1.0556,-1.04858,1.46168e-05,0.009,0.00763453,5.93564e-07
-1.0558,-1.0486,1.45481e-05,0.0092,0.00763918,5.99067e-07
-1.0558,-1.04862,1.48407e-05,0.0092,0.00764379,6.04492e-07
-1.0558,-1.04864,1.51198e-05,0.009,0.00764779,6.0812e-07
-1.056,-1.04866,1.50358e-05,0.0092,0.00765236,6.13405e-07
-1.056,-1.04868,1.51347e-05,0.0094,0.00765748,6.20562e-07
-1.056,-1.04871,1.51378e-05,0.0096,0.00766316,6.29781e-07
-1.056,-1.04873,1.52302e-05,0.0098,0.00766939,6.4125e-07
-1.0558,-1.04875,1.55361e-05,0.01,0.00767617,6.55168e-07
-1.0562,-1.04877,1.54494e-05,0.0098,0.00768232,6.66335e-07
-1.0562,-1.04879,1.55179e-05,0.01,0.00768902,6.79931e-07
-1.056,-1.04881,1.54455e-05,0.0102,0.00769626,6.96128e-07
-1.0562,-1.04883,1.56429e-05,0.01,0.00770288,7.09373e-07
-1.0562,-1.04885,1.58199e-05,0.0098,0.00770889,7.19935e-07
-1.0562,-1.04888,1.55587e-05,0.0096,0.00771429,7.28099e-07
-1.0562,-1.0489,1.57567e-05,0.0094,0.00771909,7.34114e-07
-1.056,-1.04892,1.59645e-05,0.0092,0.0077233,7.38247e-07
-1.0562,-1.04894,1.59192e-05,0.009,0.00772692,7.40765e-07
-1.0564,-1.04896,1.58602e-05,0.0088,0.00772995,7.41912e-07
-1.0564,-1.04898,1.62138e-05,0.009,0.00773353,7.4436e-07
-1.0564,-1.049,1.63716e-05,0.009,0.00773708,7.4677e-07
-1.0562,-1.04902,1.62316e-05,0.0088,0.00774006,7.47839e-07
-1.0562,-1.04904,1.64135e-05,0.0088,0.00774302,7.48882e-07
-1.0562,-1.04906,1.6325e-05,0.009,0.00774652,7.51187e-07
-1.0562,-1.04908,1.64934e-05,0.0092,0.00775056,7.54958e-07
-1.0564,-1.0491,1.66035e-05,0.0094,0.00775513,7.60406e-07
